"","q2","q3","q4","q11","q61","q62","q63","q64","q68","q69"
"3676",1994,1,10,-9,7,-9,1,2,1,262000
"3677",1984,1,10,-8,9,21,NA,13,1,2e+05
"3678",1976,2,10,3,9,21,NA,2,1,1e+05
"3679",1959,1,10,2,9,6,1,13,4,0
"3680",1941,1,10,1,8,1,2,2,4,60000
"3681",1950,1,10,-9,10,21,NA,13,3,150000
"3682",1981,1,10,3,6,21,NA,2,1,145000
"3683",1953,1,10,-8,6,9,1,2,4,-8
"3684",1953,1,10,-9,9,17,2,2,1,2e+05
"3685",1962,2,10,5,5,21,NA,2,4,70000
"3686",2001,1,10,1,5,19,3,13,1,-9
"3687",1962,1,10,1,8,9,3,2,8,15000
"3688",1989,2,10,3,10,21,NA,2,1,48000
"3689",1973,1,10,2,5,21,NA,2,1,98000
"3690",1974,1,10,5,9,21,NA,13,1,350000
"3691",1990,2,10,2,7,21,NA,2,2,65000
"3692",1961,1,10,2,9,21,NA,4,3,150000
"3693",1991,1,10,2,4,20,1,2,3,64000
"3694",1974,2,10,3,6,21,NA,1,3,155000
"3695",1985,1,10,2,9,15,3,2,1,150000
"3696",1963,1,10,2,5,22,1,2,3,150000
"3697",1961,1,10,2,7,4,1,2,1,65000
"3698",1995,1,10,2,7,6,2,2,1,41000
"3699",1975,2,10,-9,9,21,NA,2,1,-8
"3700",1954,1,10,5,9,21,NA,2,2,50000
"3701",1991,1,10,2,5,21,NA,2,2,35000
"3702",1984,1,10,2,4,21,NA,2,1,85000
"3703",1963,1,10,2,7,21,NA,2,8,2000
"3704",1956,2,10,-9,9,21,NA,7,8,-9
"3705",1986,2,10,3,9,21,NA,2,1,-8
"3706",1951,1,10,NA,4,9,2,2,4,26000
"3707",1964,2,10,NA,7,21,NA,2,3,-8
"3708",1948,2,10,5,7,12,1,3,4,-9
"3709",1999,1,10,1,8,-9,NA,4,9,77000
"3710",1974,1,10,-9,7,21,NA,2,3,-8
"3711",1968,1,10,2,8,6,3,2,9,170000
"3712",1991,2,10,1,9,21,NA,2,1,150000
"3713",1996,2,10,2,9,21,NA,2,2,-9
"3714",1952,1,10,3,7,1,2,2,4,90000
"3715",1980,1,10,-9,9,14,2,2,1,65000
"3716",1954,1,10,-8,5,6,3,2,3,2e+05
"3717",1995,1,10,1,8,21,NA,2,6,44000
"3718",1986,2,10,7,7,4,1,2,2,39000
"3719",1959,1,10,-9,4,4,1,2,1,150000
"3720",1983,2,5,1,10,6,3,3,1,240000
"3721",1960,2,5,-8,9,21,NA,2,4,-8
"3722",1955,2,5,4,3,6,2,2,1,21000
"3723",1988,2,5,-9,9,21,NA,2,1,140000
"3724",1955,2,5,10,9,6,4,2,4,-9
"3725",1969,1,5,-8,7,2,1,13,1,37000
"3726",1982,2,5,5,5,6,3,2,1,70000
"3727",1999,1,5,4,6,21,NA,2,6,-9
"3728",1998,2,5,-9,6,2,1,13,6,130000
"3729",1976,2,5,1,6,21,NA,2,3,130000
"3730",1959,2,5,2,9,4,1,13,1,24000
"3731",1992,1,5,NA,7,21,NA,2,1,135000
"3732",1993,1,5,4,3,21,NA,2,1,52000
"3733",1972,2,5,1,10,21,NA,2,1,70000
"3734",1997,2,5,-8,7,-8,1,-8,6,-8
"3735",1977,1,5,-9,5,21,NA,2,2,31000
"3736",1942,2,5,4,9,6,3,2,4,80000
"3737",1994,2,5,-9,10,21,NA,2,1,-8
"3738",1978,1,5,1,7,21,NA,2,1,350000
"3739",1964,1,5,2,7,6,2,2,1,160000
"3740",1968,1,5,-9,5,6,1,13,3,-9
"3741",1961,1,5,4,9,6,4,2,8,65000
"3742",1987,1,5,1,5,21,NA,2,1,125000
"3743",1972,2,5,2,9,21,NA,5,1,240000
"3744",1993,2,5,3,9,21,NA,2,1,-9
"3745",1990,1,6,1,9,9,2,2,1,80000
"3746",1961,2,5,-8,7,21,NA,1,1,30000
"3747",1993,1,5,-9,8,21,NA,2,9,90000
"3748",1967,1,5,2,10,14,2,5,1,0
"3749",1964,1,5,-9,7,22,4,6,12,40000
"3750",1976,1,5,4,9,6,4,2,1,160000
"3751",1987,1,5,4,11,21,NA,2,1,80000
"3752",1992,2,5,4,7,21,NA,2,1,130000
"3753",1976,1,5,2,6,14,4,2,1,0
"3754",1942,2,5,1,5,21,NA,2,4,-8
"3755",1980,1,5,4,7,21,NA,2,1,149000
"3756",1980,1,5,2,11,6,3,2,3,4e+05
"3757",1989,1,5,3,7,21,NA,2,6,15000
"3758",1981,2,5,-8,9,6,1,2,2,-8
"3759",1955,1,5,4,5,21,NA,2,2,1e+05
"3760",1988,2,10,5,9,21,NA,2,5,55000
"3761",1978,2,5,4,5,6,3,2,12,150000
"3762",1975,1,5,-9,10,6,3,2,3,-9
"3763",1948,2,5,-9,8,6,3,2,4,-9
"3764",1988,2,5,2,9,4,1,13,1,43000
"3765",1990,1,5,-9,10,6,3,2,6,70000
"3766",1979,2,5,1,7,21,NA,2,3,18000
"3767",1946,1,5,1,7,6,2,2,4,-8
"3768",1978,2,5,4,9,6,3,2,1,180000
"3769",1996,1,5,2,7,21,NA,13,1,28000
"3770",1966,2,5,6,7,6,1,11,1,55000
"3771",2000,1,5,1,5,6,3,2,2,20000
"3772",1992,2,5,1,9,2,2,1,12,-8
"3773",1967,1,5,-9,7,6,4,1,1,1e+05
"3774",1992,1,5,3,7,21,NA,2,1,38000
"3775",1971,1,5,-9,3,6,4,2,1,80000
"3776",1964,1,5,4,7,6,2,2,1,120000
"3777",1973,2,5,3,9,21,NA,2,1,180000
"3778",1968,1,5,4,9,6,3,2,1,80000
"3779",1990,1,5,5,9,21,NA,2,12,0
"3780",1987,1,5,2,9,6,2,2,1,98000
"3781",1978,1,5,-9,10,21,NA,2,1,60000
"3782",1989,1,5,-9,9,21,NA,2,1,1e+05
"3783",2001,2,5,NA,7,21,NA,2,2,-9
"3784",1968,2,5,1,9,6,2,2,1,4e+05
"3785",1990,1,5,3,7,21,NA,2,2,35000
"3786",1971,2,5,-9,9,21,NA,2,1,70000
"3787",1992,2,5,3,9,21,NA,2,1,40000
"3788",1982,1,5,-9,9,14,1,13,1,75000
"3789",1990,2,5,10,5,6,3,2,2,40000
"3790",1974,2,5,1,10,-8,2,2,1,-8
"3791",1962,1,5,-8,9,21,NA,2,3,180000
"3792",1980,1,5,1,9,21,NA,2,1,165000
"3793",1989,2,5,2,4,6,2,2,1,21000
"3794",1990,2,5,-9,6,21,NA,2,1,32000
"3795",1978,1,5,4,6,6,4,2,3,95000
"3796",1965,2,5,-8,9,21,NA,2,3,70000
"3797",1979,2,5,-9,10,21,NA,5,1,87000
"3798",1980,2,5,4,11,21,NA,2,1,120000
"3799",1974,2,5,-8,9,-8,-8,2,1,225000
"3800",1969,1,5,1,11,21,NA,2,3,3e+05
"3801",1988,1,5,-9,7,6,4,2,3,70000
"3802",1989,2,5,-9,4,21,NA,13,1,85000
"3803",1949,2,5,-8,9,21,NA,1,11,66000
"3804",1993,1,5,2,11,-9,NA,2,3,40000
"3805",1983,2,5,-9,9,21,NA,2,1,21000
"3806",1991,2,5,5,10,21,NA,2,3,60000
"3807",1960,1,5,2,6,6,2,2,1,180000
"3808",1960,1,5,2,6,1,2,2,1,-8
"3809",1977,2,5,1,11,6,4,2,1,6e+05
"3810",1950,2,5,4,10,6,3,2,4,75000
"3811",1952,1,5,1,4,6,1,2,4,-9
"3812",1957,1,5,-9,3,6,3,2,4,40000
"3813",1994,1,5,4,9,21,NA,2,1,0
"3814",1990,1,5,4,9,21,NA,2,1,150000
"3815",1990,1,5,2,4,14,1,2,1,45000
"3816",1981,1,5,5,7,21,NA,2,1,125000
"3817",1968,1,5,2,9,6,1,13,1,150000
"3818",1956,1,5,-9,3,6,3,2,4,1e+05
"3819",1937,1,5,-9,5,6,3,2,4,-9
"3820",1963,2,5,4,7,6,3,2,1,31000
"3821",1951,1,5,2,9,15,3,2,1,-8
"3822",1981,2,5,NA,10,6,1,5,2,50000
"3823",1984,1,5,-8,10,2,2,13,1,60000
"3824",1951,1,5,4,7,6,3,2,4,60000
"3825",1956,2,5,1,9,6,2,2,4,70000
"3826",1960,2,5,-9,9,21,NA,2,1,1e+05
"3827",1984,1,5,3,6,21,NA,2,1,24000
"3828",1971,1,5,2,9,4,1,13,1,1e+05
"3829",1955,2,5,-9,11,-9,NA,2,1,160000
"3830",1955,1,5,-9,7,6,2,2,1,-8
"3831",1974,2,5,1,9,6,4,2,1,170000
"3832",1993,2,5,-9,5,6,3,2,2,40000
"3833",1975,1,5,5,-9,-8,-8,-8,-8,-8
"3834",1983,1,5,2,3,22,2,2,1,50000
"3835",1958,2,5,-9,5,6,4,2,2,30000
"3836",1976,1,5,-9,9,21,NA,2,1,160000
"3837",1999,2,6,1,8,21,NA,2,9,-9
"3838",1962,1,6,-8,7,14,3,2,5,250000
"3839",1982,1,6,1,9,22,4,7,1,0
"3840",1971,1,6,1,9,6,3,2,1,128000
"3841",1990,2,6,-9,9,21,NA,2,1,275000
"3842",1950,2,3,1,8,9,3,9,4,225000
"3843",1956,1,6,2,7,21,NA,13,1,-8
"3844",1953,1,6,2,4,6,3,2,3,1e+05
"3845",1948,2,6,1,10,12,1,2,4,35000
"3846",1967,2,6,1,10,6,2,8,5,2e+05
"3847",1956,2,6,3,10,12,1,2,4,85000
"3848",1998,1,6,2,7,21,NA,2,1,50000
"3849",1998,1,6,2,6,4,1,2,9,-9
"3850",1988,1,6,1,5,6,2,2,1,-9
"3851",1986,1,6,9,9,-9,NA,2,1,90000
"3852",1981,1,6,1,10,21,NA,2,1,60000
"3853",1974,2,6,3,9,14,1,2,8,10000
"3854",1979,2,6,1,7,21,NA,2,1,70000
"3855",1963,1,6,6,10,9,2,2,1,-8
"3856",1961,1,6,5,10,1,2,2,1,260000
"3857",1999,1,6,3,6,21,NA,2,9,56000
"3858",1992,2,6,3,9,22,1,2,9,20000
"3859",1944,1,6,2,9,16,1,2,4,49000
"3860",1963,1,6,1,5,6,2,13,1,0
"3861",1974,1,6,1,7,21,NA,2,1,-9
"3862",1960,1,6,2,9,6,1,2,4,150000
"3863",1989,2,6,2,7,6,2,2,1,70000
"3864",1981,2,6,1,9,14,1,2,1,62000
"3865",1954,2,6,1,9,6,4,2,4,-9
"3866",1939,1,6,1,9,6,2,13,4,32000
"3867",1956,1,6,1,11,6,2,2,4,1e+05
"3868",1956,1,6,5,7,21,NA,2,1,150000
"3869",1987,1,6,3,9,21,NA,2,1,90000
"3870",1984,1,6,2,9,14,1,2,3,950000
"3871",1980,2,6,-8,9,2,1,2,1,1e+05
"3872",1969,2,6,1,5,1,3,2,1,150000
"3873",1985,2,6,1,9,2,1,13,12,55000
"3874",2001,1,6,3,6,21,NA,2,2,160000
"3875",1966,1,4,5,6,6,3,2,4,130000
"3876",1944,1,6,-8,11,17,1,2,4,-8
"3877",1967,2,6,-9,9,2,1,2,1,1e+05
"3878",1985,1,6,1,9,21,NA,2,1,190000
"3879",1995,1,6,5,10,21,NA,2,9,-9
"3880",1990,2,6,3,9,10,2,7,5,2e+05
"3881",1989,2,6,3,9,21,NA,2,9,18000
"3882",1989,2,6,3,9,21,NA,2,7,150000
"3883",1990,1,6,-9,9,21,NA,2,1,110000
"3884",1950,2,6,1,4,9,1,2,4,43000
"3885",1947,1,6,3,11,21,NA,2,1,-8
"3886",1998,2,6,1,8,6,2,2,9,-9
"3887",1964,1,6,2,10,21,NA,4,1,180000
"3888",1981,1,6,6,10,-8,-8,-8,-8,-8
"3889",1961,1,9,2,6,21,NA,2,2,1e+05
"3890",1997,1,6,1,10,-8,1,2,9,62000
"3891",1955,1,6,-9,9,6,3,2,11,125000
"3892",1992,2,6,-9,6,2,1,13,10,-9
"3893",1973,1,6,2,5,6,4,2,1,80000
"3894",1963,2,6,2,7,6,1,2,4,0
"3895",1970,1,6,1,9,6,3,2,1,-9
"3896",1954,1,6,1,9,-9,2,2,4,-9
"3897",1974,1,6,3,9,14,1,13,1,85000
"3898",1981,2,6,1,9,21,NA,2,1,210000
"3899",1948,1,5,1,9,21,NA,4,4,154000
"3900",1956,2,6,2,9,21,NA,2,4,2e+05
"3901",1960,2,6,1,10,6,1,13,1,80000
"3902",1962,2,6,2,7,4,1,2,3,55000
"3903",1972,2,6,-9,5,8,-9,2,2,24000
"3904",1973,2,6,-8,9,2,1,13,2,110000
"3905",1997,1,6,5,9,21,NA,2,1,55000
"3906",1967,1,6,1,6,4,1,13,1,60000
"3907",1949,1,6,-9,5,7,4,2,4,70000
"3908",1958,1,6,1,6,6,2,2,4,-8
"3909",1975,1,6,1,11,6,1,2,1,3e+05
"3910",1949,2,9,2,6,4,1,2,4,90000
"3911",1968,1,10,3,7,21,NA,2,1,153000
"3912",1974,1,10,2,7,14,1,2,3,-9
"3913",1943,1,10,3,9,21,NA,3,4,30000
"3914",1959,2,10,1,7,21,NA,2,1,50000
"3915",1989,2,10,5,7,21,NA,2,1,85000
"3916",1949,1,10,2,5,21,NA,2,4,70000
"3917",1955,1,10,1,5,21,NA,2,3,1e+05
"3918",1946,1,10,3,7,1,4,2,4,25000
"3919",1945,1,10,-9,5,21,NA,2,4,22000
"3920",1929,1,10,-8,8,21,NA,2,4,-9
"3921",1955,2,10,3,9,12,2,2,11,70000
"3922",1945,1,10,3,5,1,3,2,4,92000
"3923",1945,2,10,3,5,-8,4,12,3,25000
"3924",1959,1,10,-8,7,21,NA,2,4,-8
"3925",1947,1,10,2,5,22,1,2,4,-9
"3926",1976,2,10,2,8,6,2,2,10,-9
"3927",1933,2,10,-9,6,1,2,2,4,21000
"3928",1979,1,10,-8,7,21,NA,2,1,-8
"3929",1944,1,10,-8,8,6,1,2,4,-8
"3930",1979,1,10,3,6,2,1,2,4,-8
"3931",1949,1,10,3,10,21,NA,13,12,50000
"3932",1963,1,10,-9,8,21,NA,2,2,25000
"3933",1949,1,10,2,7,9,2,2,4,38000
"3934",1947,2,10,-9,8,6,1,2,4,-8
"3935",1969,2,10,5,10,21,NA,2,1,135000
"3936",1968,1,10,1,10,11,1,13,1,150000
"3937",1950,2,10,1,11,6,2,2,11,150000
"3938",1945,1,10,5,11,12,2,3,4,240000
"3939",1941,2,6,1,9,21,NA,3,4,-8
"3940",1942,1,6,1,10,1,1,2,4,65000
"3941",1957,2,2,-8,9,1,2,3,1,2e+05
"3942",1970,1,2,2,9,21,NA,2,8,45000
"3943",1936,2,2,2,10,1,1,2,4,50000
"3944",1943,2,2,-9,9,9,1,2,4,0
"3945",1950,1,2,2,7,9,2,2,4,50000
"3946",1927,2,2,1,5,12,1,2,4,-8
"3947",1967,1,2,2,4,6,1,2,2,24000
"3948",1993,2,2,5,9,21,NA,2,1,-8
"3949",1956,1,2,1,6,6,3,2,4,63000
"3950",1935,1,3,1,8,6,2,2,4,70000
"3951",1946,2,2,5,8,12,2,2,4,62000
"3952",1964,2,5,3,9,6,4,2,11,21000
"3953",1941,1,5,1,4,6,3,1,4,25000
"3954",1964,1,5,2,11,21,NA,2,3,5e+05
"3955",1973,2,5,5,9,21,NA,2,1,3e+05
"3956",1952,1,5,1,9,6,1,13,11,90000
"3957",1957,2,5,1,9,6,2,2,1,30000
"3958",1959,1,5,2,4,6,4,2,3,60000
"3959",1958,1,5,4,7,21,NA,2,4,80000
"3960",1954,2,8,-9,5,4,1,2,4,-9
"3961",1980,1,8,-9,5,20,1,2,1,-9
"3962",1981,1,8,-9,5,21,NA,2,3,44000
"3963",1958,1,8,1,7,6,2,2,12,70000
"3964",1954,1,8,2,9,6,1,2,2,-8
"3965",1982,2,8,2,7,14,1,2,7,80000
"3966",1965,2,8,5,10,8,2,2,1,180000
"3967",1960,2,8,2,5,22,1,2,4,70000
"3968",1971,1,8,3,10,21,NA,2,1,-9
"3969",1956,2,8,1,6,9,1,2,4,-8
"3970",1973,1,3,2,4,6,1,2,1,60000
"3971",1967,1,3,2,4,21,NA,2,8,130000
"3972",1969,1,3,1,5,21,NA,2,3,50000
"3973",1983,2,3,1,9,6,2,2,7,50000
"3974",1945,2,3,5,7,5,1,2,4,-9
"3975",2001,2,3,1,6,21,NA,2,9,-9
"3976",1989,1,10,3,7,21,NA,2,2,-9
"3977",1985,2,10,6,9,14,3,2,9,140000
"3978",1989,1,10,1,9,21,NA,4,1,65000
"3979",1959,2,10,3,6,6,1,2,12,105000
"3980",1957,1,10,2,8,21,NA,2,3,75000
"3981",1955,2,10,-8,7,14,1,2,2,50000
"3982",1965,2,10,-9,8,1,1,11,2,0
"3983",1954,1,10,-8,7,6,3,2,4,120000
"3984",1979,1,10,3,10,21,NA,2,3,80000
"3985",1966,1,10,1,5,21,NA,2,1,123000
"3986",1986,1,10,3,9,-9,3,13,1,210000
"3987",1960,2,10,7,11,21,NA,13,1,-9
"3988",1958,1,10,2,9,22,2,13,1,3e+05
"3989",1989,1,10,3,7,21,NA,2,1,65000
"3990",1991,1,10,3,7,21,NA,2,1,20000
"3991",1967,1,10,-8,8,14,2,2,1,44000
"3992",1956,2,10,2,9,9,3,2,4,75000
"3993",1957,2,10,3,7,21,NA,2,4,47000
"3994",1974,1,10,2,7,21,NA,2,1,170000
"3995",1983,2,10,-8,10,21,NA,2,12,175000
"3996",1936,1,10,2,5,9,1,2,4,45000
"3997",1949,2,10,3,10,1,2,2,4,110000
"3998",1945,1,10,6,5,22,1,2,4,23000
"3999",2000,2,10,-9,6,21,NA,2,6,-9
"4000",1944,1,9,2,7,1,2,13,4,-8
"4001",1985,2,10,2,7,14,1,2,6,34000
"4002",1960,2,10,2,9,16,1,2,12,40000
"4003",1956,1,10,2,7,-9,NA,2,3,80000
"4004",1946,1,10,5,2,21,NA,2,4,24000
"4005",1946,1,10,5,10,21,NA,13,4,1e+05
"4006",1991,1,10,3,7,6,2,4,9,30000
"4007",1967,1,10,NA,5,21,NA,2,8,-8
"4008",1984,2,10,1,9,21,NA,2,1,58000
"4009",1946,1,10,1,8,-8,3,2,4,75000
"4010",1972,1,10,NA,5,6,2,2,1,58000
"4011",1951,2,10,2,6,6,1,13,4,1e+05
"4012",1960,1,10,-9,9,2,1,13,1,-9
"4013",1970,1,10,-9,7,21,NA,12,3,85000
"4014",1981,1,10,1,9,21,NA,2,3,70000
"4015",1968,1,10,2,9,21,NA,3,3,750000
"4016",1989,1,10,-9,9,10,1,2,1,0
"4017",1971,2,10,-8,10,-8,-8,2,1,1e+05
"4018",1989,1,10,3,9,21,NA,2,1,125000
"4019",1995,2,10,3,5,14,1,2,7,-8
"4020",1948,2,10,3,8,-9,4,3,4,110000
"4021",1991,1,10,3,7,21,NA,13,1,89000
