"","age","sex","education","has_religion","religion_importance","income_family","employment","born_canada","province","n"
"10093",75,"Male","Less than high school","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Alberta",1
"10094",75,"Male","Less than high school","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","New Brunswick",1
"10095",75,"Male","Less than high school","Yes","Somewhat important","$50,000 to $74,999","unemployement","born in Canada","Ontario",1
"10096",75,"Male","Less than high school","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Nova Scotia",1
"10097",75,"Male","Less than high school","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Ontario",1
"10098",75,"Male","Less than high school","Yes","Very important","$25,000 to $49,999","unemployement","born outside canada","Ontario",1
"10099",75,"Male","Less than high school","Yes","Very important","$50,000 to $74,999","employement","born in Canada","New Brunswick",1
"10100",75,"Male","Less than high school","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","British Columbia",1
"10101",75,"Male","Less than high school","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","Ontario",1
"10102",75,"Male","Less than high school","Yes","Very important","$50,000 to $74,999","unemployement","born outside canada","Ontario",1
"10103",75,"Male","Trade diploma","No","Not important at all","$50,000 to $74,999","unemployement","born in Canada","British Columbia",1
"10104",75,"Male","Trade diploma","No","Not very important","$50,000 to $74,999","unemployement","born in Canada","Saskatchewan",1
"10105",75,"Male","Trade diploma","Yes","Not important at all","$50,000 to $74,999","unemployement","born in Canada","Saskatchewan",1
"10106",75,"Male","Trade diploma","Yes","Somewhat important","$100,000 to $ 124,999","unemployement","born in Canada","Quebec",1
"10107",75,"Male","Trade diploma","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Alberta",1
"10108",75,"Male","Trade diploma","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","New Brunswick",1
"10109",75,"Male","Trade diploma","Yes","Very important","$25,000 to $49,999","unemployement","born outside canada","British Columbia",1
"10110",75,"Male","Trade diploma","Yes","Very important","$50,000 to $74,999","unemployement","born outside canada","Saskatchewan",1
"10111",75,"Male","Trade diploma","Yes","Very important","$75,000 to $99,999","unemployement","born outside canada","New Brunswick",1
"10112",75,"Male","University","Yes","Somewhat important","$75,000 to $99,999","unemployement","born in Canada","Quebec",1
"10113",75,"Male","University","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","British Columbia",1
"10114",75,"Male","University","Yes","Very important","$75,000 to $99,999","unemployement","born outside canada","Alberta",1
"10115",76,"Female","Bachelor degree","Yes","Very important","$100,000 to $ 124,999","employement","born in Canada","New Brunswick",1
"10116",76,"Female","Bachelor degree","Yes","Very important","$100,000 to $ 124,999","unemployement","born in Canada","Manitoba",1
"10117",76,"Female","Bachelor degree","Yes","Very important","$125,000 and more","unemployement","born in Canada","Quebec",1
"10118",76,"Female","Bachelor degree","Yes","Very important","$50,000 to $74,999","employement","born in Canada","Ontario",1
"10119",76,"Female","College","No","Not important at all","$25,000 to $49,999","employement","born outside canada","Ontario",1
"10120",76,"Female","College","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Quebec",1
"10121",76,"Female","College","Yes","Somewhat important","$25,000 to $49,999","unemployement","born outside canada","Ontario",1
"10122",76,"Female","College","Yes","Somewhat important","$50,000 to $74,999","unemployement","born in Canada","Manitoba",1
"10123",76,"Female","College","Yes","Somewhat important","$50,000 to $74,999","unemployement","born outside canada","Ontario",1
"10124",76,"Female","College","Yes","Somewhat important","Less than $25,000","unemployement","born outside canada","Ontario",1
"10125",76,"Female","College","Yes","Very important","$125,000 and more","unemployement","born in Canada","Alberta",1
"10126",76,"Female","College","Yes","Very important","$25,000 to $49,999","employement","born in Canada","Saskatchewan",1
"10127",76,"Female","College","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Alberta",1
"10128",76,"Female","College","Yes","Very important","$75,000 to $99,999","employement","born in Canada","Ontario",1
"10129",76,"Female","College","Yes","Very important","$75,000 to $99,999","unemployement","born in Canada","British Columbia",1
"10130",76,"Female","College","Yes","Very important","$75,000 to $99,999","unemployement","born in Canada","Nova Scotia",2
"10131",76,"Female","High school","Yes","Not very important","$25,000 to $49,999","unemployement","born in Canada","Quebec",1
"10132",76,"Female","High school","Yes","Not very important","$25,000 to $49,999","unemployement","born outside canada","Saskatchewan",1
"10133",76,"Female","High school","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Ontario",1
"10134",76,"Female","High school","Yes","Somewhat important","$75,000 to $99,999","unemployement","born in Canada","Ontario",1
"10135",76,"Female","High school","Yes","Very important","$125,000 and more","unemployement","born in Canada","Ontario",1
"10136",76,"Female","High school","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","British Columbia",1
"10137",76,"Female","High school","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Prince Edward Island",1
"10138",76,"Female","High school","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","British Columbia",1
"10139",76,"Female","High school","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","Ontario",1
"10140",76,"Female","High school","Yes","Very important","$75,000 to $99,999","unemployement","born in Canada","New Brunswick",1
"10141",76,"Female","Less than high school","No","Very important","$75,000 to $99,999","unemployement","born in Canada","Nova Scotia",1
"10142",76,"Female","Less than high school","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Nova Scotia",1
"10143",76,"Female","Less than high school","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Ontario",2
"10144",76,"Female","Less than high school","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Quebec",2
"10145",76,"Female","Less than high school","Yes","Somewhat important","$50,000 to $74,999","unemployement","born in Canada","Alberta",1
"10146",76,"Female","Less than high school","Yes","Somewhat important","$75,000 to $99,999","unemployement","born outside canada","Quebec",1
"10147",76,"Female","Less than high school","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Manitoba",1
"10148",76,"Female","Less than high school","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Quebec",2
"10149",76,"Female","Less than high school","Yes","Very important","$25,000 to $49,999","unemployement","born outside canada","Ontario",2
"10150",76,"Female","Less than high school","Yes","Very important","$75,000 to $99,999","unemployement","born in Canada","Quebec",1
"10151",76,"Female","Less than high school","Yes","Very important","$75,000 to $99,999","unemployement","born outside canada","Quebec",2
"10152",76,"Female","Less than high school","Yes","Very important","Less than $25,000","unemployement","born in Canada","Manitoba",1
"10153",76,"Female","Trade diploma","Yes","Not important at all","$100,000 to $ 124,999","unemployement","born in Canada","Saskatchewan",1
"10154",76,"Female","Trade diploma","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Quebec",1
"10155",76,"Female","University","Yes","Somewhat important","$100,000 to $ 124,999","unemployement","born outside canada","British Columbia",1
"10156",76,"Female","University","Yes","Somewhat important","$75,000 to $99,999","unemployement","born in Canada","British Columbia",1
"10157",76,"Female","University","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","British Columbia",1
"10158",76,"Female","University","Yes","Very important","$75,000 to $99,999","unemployement","born in Canada","Saskatchewan",1
"10159",76,"Male","Above bachelor","Yes","Not important at all","$125,000 and more","unemployement","born outside canada","Ontario",1
"10160",76,"Male","Above bachelor","Yes","Not very important","$100,000 to $ 124,999","unemployement","born in Canada","Quebec",1
"10161",76,"Male","Above bachelor","Yes","Somewhat important","$125,000 and more","unemployement","born in Canada","Saskatchewan",1
"10162",76,"Male","Above bachelor","Yes","Very important","$100,000 to $ 124,999","unemployement","born in Canada","Manitoba",1
"10163",76,"Male","Above bachelor","Yes","Very important","$125,000 and more","unemployement","born in Canada","Ontario",1
"10164",76,"Male","Above bachelor","Yes","Very important","$125,000 and more","unemployement","born outside canada","Ontario",1
"10165",76,"Male","Above bachelor","Yes","Very important","$75,000 to $99,999","unemployement","born in Canada","Nova Scotia",1
"10166",76,"Male","Bachelor degree","No","Not important at all","$100,000 to $ 124,999","unemployement","born outside canada","Nova Scotia",1
"10167",76,"Male","Bachelor degree","No","Not important at all","$25,000 to $49,999","unemployement","born outside canada","Ontario",1
"10168",76,"Male","Bachelor degree","No","Not important at all","$50,000 to $74,999","unemployement","born in Canada","Manitoba",1
"10169",76,"Male","Bachelor degree","No","Somewhat important","$125,000 and more","unemployement","born in Canada","Nova Scotia",1
"10170",76,"Male","Bachelor degree","Yes","Not important at all","$100,000 to $ 124,999","unemployement","born in Canada","British Columbia",1
"10171",76,"Male","Bachelor degree","Yes","Not important at all","$100,000 to $ 124,999","unemployement","born in Canada","Quebec",1
"10172",76,"Male","Bachelor degree","Yes","Not very important","$75,000 to $99,999","employement","born in Canada","Saskatchewan",1
"10173",76,"Male","Bachelor degree","Yes","Not very important","$75,000 to $99,999","unemployement","born in Canada","Quebec",1
"10174",76,"Male","Bachelor degree","Yes","Somewhat important","$100,000 to $ 124,999","unemployement","born in Canada","Nova Scotia",1
"10175",76,"Male","Bachelor degree","Yes","Somewhat important","$125,000 and more","unemployement","born in Canada","Ontario",1
